City,Parameter,Status,AIC,MAE,RMSE,MAPE,Model_File
Rangareddy,wind_power_density_10m,Success,16137.61,41.375,60.023,342.3%,sarima_Rangareddy_wind_power_density_10m.pkl
Rangareddy,wind_speed_2m,Success,4349.24,0.886,1.161,39.3%,sarima_Rangareddy_wind_speed_2m.pkl
Ratlam,wind_speed_10m,Success,4956.87,1.156,1.470,31.9%,sarima_Ratlam_wind_speed_10m.pkl
Rangareddy,wind_speed_50m,Success,5924.52,1.509,1.927,32.6%,sarima_Rangareddy_wind_speed_50m.pkl
Rangareddy,wind_speed_10m,Success,5190.16,1.161,1.523,35.0%,sarima_Rangareddy_wind_speed_10m.pkl
Ratlam,wind_power_density_10m,Success,15325.24,32.967,47.796,215.2%,sarima_Ratlam_wind_power_density_10m.pkl
Ratlam,wind_speed_50m,Success,5663.84,1.449,1.778,29.6%,sarima_Ratlam_wind_speed_50m.pkl
Ratlam,wind_speed_2m,Success,4210.46,0.928,1.178,37.4%,sarima_Ratlam_wind_speed_2m.pkl
Ratnagiri,wind_power_density_10m,Success,17379.73,57.113,83.423,129.8%,sarima_Ratnagiri_wind_power_density_10m.pkl
Ratnagiri,wind_speed_50m,Success,5911.71,1.327,1.725,25.4%,sarima_Ratnagiri_wind_speed_50m.pkl
Ratlam,wind_power_density_50m,Success,17419.86,73.816,100.701,196.5%,sarima_Ratlam_wind_power_density_50m.pkl
Ratnagiri,wind_power_density_50m,Success,18844.92,96.023,139.734,152.3%,sarima_Ratnagiri_wind_power_density_50m.pkl
Ratnagiri,wind_speed_10m,Success,5358.15,1.085,1.415,23.6%,sarima_Ratnagiri_wind_speed_10m.pkl
Ratnagiri,wind_speed_2m,Success,4744.02,0.882,1.145,22.6%,sarima_Ratnagiri_wind_speed_2m.pkl
Salem,wind_speed_50m,Success,5084.05,1.040,1.247,28.0%,sarima_Salem_wind_speed_50m.pkl
Salem,wind_power_density_50m,Success,16152.78,40.100,50.209,175.5%,sarima_Salem_wind_power_density_50m.pkl
Salem,wind_speed_10m,Success,4244.54,0.744,0.899,29.5%,sarima_Salem_wind_speed_10m.pkl
Salem,wind_power_density_10m,Success,13384.09,13.941,17.628,199.4%,sarima_Salem_wind_power_density_10m.pkl
Sangli,wind_power_density_10m,Success,17276.95,65.367,103.217,293.4%,sarima_Sangli_wind_power_density_10m.pkl
Sangli,wind_speed_10m,Success,5729.67,1.321,1.778,32.5%,sarima_Sangli_wind_speed_10m.pkl
Sangli,wind_speed_50m,Success,6411.02,1.629,2.187,29.4%,sarima_Sangli_wind_speed_50m.pkl
Salem,wind_speed_2m,Success,3348.93,0.544,0.653,32.2%,sarima_Salem_wind_speed_2m.pkl
Sangli,wind_speed_2m,Success,4853.55,1.018,1.353,36.4%,sarima_Sangli_wind_speed_2m.pkl
Sangli,wind_power_density_50m,Success,19479.46,143.023,219.937,234.8%,sarima_Sangli_wind_power_density_50m.pkl
Sankaneri,wind_power_density_10m,Success,16013.45,42.118,48.510,217.3%,sarima_Sankaneri_wind_power_density_10m.pkl
Sankaneri,wind_speed_50m,Success,5860.02,1.418,1.667,29.7%,sarima_Sankaneri_wind_speed_50m.pkl
Sankaneri,wind_power_density_50m,Success,18170.12,94.153,108.443,196.0%,sarima_Sankaneri_wind_power_density_50m.pkl
Sankaneri,wind_speed_10m,Success,5197.15,1.099,1.290,30.8%,sarima_Sankaneri_wind_speed_10m.pkl
Sankaneri,wind_speed_2m,Success,4399.47,0.835,0.981,32.2%,sarima_Sankaneri_wind_speed_2m.pkl
Satara,wind_speed_10m,Success,5208.63,1.011,1.441,26.4%,sarima_Satara_wind_speed_10m.pkl
Satara,wind_speed_2m,Success,4347.20,0.786,1.105,30.7%,sarima_Satara_wind_speed_2m.pkl
Satara,wind_power_density_10m,Success,16146.92,41.669,67.167,211.9%,sarima_Satara_wind_power_density_10m.pkl
Satara,wind_power_density_50m,Success,18349.27,92.216,143.644,175.3%,sarima_Satara_wind_power_density_50m.pkl
Shillong,wind_speed_10m,Success,4441.86,0.836,1.076,33.1%,sarima_Shillong_wind_speed_10m.pkl
Satara,wind_speed_50m,Success,5929.25,1.325,1.818,25.3%,sarima_Satara_wind_speed_50m.pkl
Shillong,wind_speed_50m,Success,5451.64,1.253,1.580,35.5%,sarima_Shillong_wind_speed_50m.pkl
Shillong,wind_power_density_10m,Success,13334.61,10.790,17.341,193.0%,sarima_Shillong_wind_power_density_10m.pkl
Shillong,wind_power_density_50m,Success,16102.32,33.035,50.881,220.3%,sarima_Shillong_wind_power_density_50m.pkl
Shimla,wind_power_density_50m,Success,14985.89,22.538,56.720,102.2%,sarima_Shimla_wind_power_density_50m.pkl
Shimla,wind_power_density_10m,Success,11875.59,8.225,22.729,82.1%,sarima_Shimla_wind_power_density_10m.pkl
Shillong,wind_speed_2m,Success,2896.03,0.472,0.615,32.1%,sarima_Shillong_wind_speed_2m.pkl
Shimla,wind_speed_10m,Success,3129.29,0.547,0.753,19.7%,sarima_Shimla_wind_speed_10m.pkl
Shimla,wind_speed_50m,Success,4317.11,0.797,1.074,21.7%,sarima_Shimla_wind_speed_50m.pkl
Shimla,wind_speed_2m,Success,1964.61,0.359,0.511,19.6%,sarima_Shimla_wind_speed_2m.pkl
Shimoga,wind_speed_2m,Success,4410.01,0.879,1.076,42.3%,sarima_Shimoga_wind_speed_2m.pkl
Silchar,wind_power_density_10m,Success,9478.21,3.272,4.953,97.7%,sarima_Silchar_wind_power_density_10m.pkl
Shimoga,wind_power_density_50m,Success,18594.20,98.339,123.546,360.2%,sarima_Shimoga_wind_power_density_50m.pkl
Shimoga,wind_power_density_10m,Success,16128.83,41.038,52.556,423.1%,sarima_Shimoga_wind_power_density_10m.pkl
Shimoga,wind_speed_50m,Success,6204.05,1.593,1.940,37.2%,sarima_Shimoga_wind_speed_50m.pkl
Shimoga,wind_speed_10m,Success,5387.14,1.191,1.477,38.9%,sarima_Shimoga_wind_speed_10m.pkl
Silchar,wind_speed_50m,Success,3997.19,0.674,0.884,22.1%,sarima_Silchar_wind_speed_50m.pkl
Silchar,wind_speed_10m,Success,2520.08,0.379,0.515,19.3%,sarima_Silchar_wind_speed_10m.pkl
Silchar,wind_power_density_50m,Success,13386.43,14.777,21.136,117.7%,sarima_Silchar_wind_power_density_50m.pkl
Sindhudurg,wind_speed_10m,Success,4938.59,0.927,1.256,25.7%,sarima_Sindhudurg_wind_speed_10m.pkl
Sindhudurg,wind_power_density_10m,Success,15623.99,31.809,50.353,159.5%,sarima_Sindhudurg_wind_power_density_10m.pkl
Sindhudurg,wind_speed_50m,Success,5780.22,1.337,1.716,27.0%,sarima_Sindhudurg_wind_speed_50m.pkl
Sindhudurg,wind_power_density_50m,Success,18083.18,88.030,122.668,181.7%,sarima_Sindhudurg_wind_power_density_50m.pkl
Silchar,wind_speed_2m,Success,781.09,0.206,0.283,19.1%,sarima_Silchar_wind_speed_2m.pkl
Sindhudurg,wind_speed_2m,Success,4039.03,0.684,0.935,27.9%,sarima_Sindhudurg_wind_speed_2m.pkl
Surendranagar,wind_speed_10m,Success,4786.12,1.006,1.295,28.2%,sarima_Surendranagar_wind_speed_10m.pkl
Surat,wind_speed_2m,Success,4059.46,0.850,1.122,30.6%,sarima_Surat_wind_speed_2m.pkl
Surat,wind_speed_10m,Success,4862.99,1.065,1.428,26.2%,sarima_Surat_wind_speed_10m.pkl
Surat,wind_power_density_50m,Success,17945.99,89.373,143.692,129.9%,sarima_Surat_wind_power_density_50m.pkl
Surat,wind_power_density_10m,Success,15496.81,37.681,63.534,146.8%,sarima_Surat_wind_power_density_10m.pkl
Surendranagar,wind_power_density_10m,Success,15196.16,27.736,43.282,164.3%,sarima_Surendranagar_wind_power_density_10m.pkl
Surendranagar,wind_speed_50m,Success,5392.91,1.282,1.591,26.5%,sarima_Surendranagar_wind_speed_50m.pkl
Surat,wind_speed_50m,Success,5662.76,1.326,1.773,23.9%,sarima_Surat_wind_speed_50m.pkl
Thanjavur,wind_speed_50m,Success,5373.42,1.234,1.474,26.2%,sarima_Thanjavur_wind_speed_50m.pkl
Thanjavur,wind_power_density_10m,Success,14969.16,24.969,36.169,139.3%,sarima_Thanjavur_wind_power_density_10m.pkl
Thanjavur,wind_speed_10m,Success,4607.27,0.878,1.073,26.1%,sarima_Thanjavur_wind_speed_10m.pkl
Surendranagar,wind_speed_2m,Success,4123.79,0.839,1.067,33.4%,sarima_Surendranagar_wind_speed_2m.pkl
Surendranagar,wind_power_density_50m,Success,17212.26,63.953,91.427,149.9%,sarima_Surendranagar_wind_power_density_50m.pkl
Thanjavur,wind_power_density_50m,Success,17460.75,69.747,93.459,136.5%,sarima_Thanjavur_wind_power_density_50m.pkl
Thanjavur,wind_speed_2m,Success,3772.20,0.654,0.793,27.5%,sarima_Thanjavur_wind_speed_2m.pkl
Tirunelveli,wind_power_density_10m,Success,15507.71,35.824,42.323,344.5%,sarima_Tirunelveli_wind_power_density_10m.pkl
Thrissur,wind_speed_10m,Success,3605.31,0.728,0.909,28.2%,sarima_Thrissur_wind_speed_10m.pkl
Tirunelveli,wind_speed_10m,Success,5197.74,1.146,1.351,38.1%,sarima_Tirunelveli_wind_speed_10m.pkl
Thrissur,wind_speed_2m,Success,2653.92,0.527,0.656,28.1%,sarima_Thrissur_wind_speed_2m.pkl
Tirunelveli,wind_speed_50m,Success,5960.81,1.542,1.829,37.9%,sarima_Tirunelveli_wind_speed_50m.pkl
Thrissur,wind_power_density_10m,Success,12231.75,10.799,15.431,149.6%,sarima_Thrissur_wind_power_density_10m.pkl
Thrissur,wind_speed_50m,Success,4633.86,1.036,1.286,30.4%,sarima_Thrissur_wind_speed_50m.pkl
Thrissur,wind_power_density_50m,Success,15066.20,30.462,43.336,169.2%,sarima_Thrissur_wind_power_density_50m.pkl
Tirunelveli,wind_power_density_50m,Success,17796.94,87.088,102.319,327.4%,sarima_Tirunelveli_wind_power_density_50m.pkl
Tirunelveli,wind_speed_2m,Success,4277.25,0.838,0.982,40.6%,sarima_Tirunelveli_wind_speed_2m.pkl
Trichy,wind_speed_50m,Success,5468.70,1.261,1.487,29.1%,sarima_Trichy_wind_speed_50m.pkl
Tumkur,wind_power_density_10m,Success,15874.22,36.194,48.603,244.2%,sarima_Tumkur_wind_power_density_10m.pkl
Trichy,wind_power_density_50m,Success,17361.62,66.153,81.615,180.0%,sarima_Trichy_wind_power_density_50m.pkl
Tumkur,wind_speed_50m,Success,5907.51,1.314,1.648,27.0%,sarima_Tumkur_wind_speed_50m.pkl
Trichy,wind_power_density_10m,Success,14970.29,24.814,31.917,216.6%,sarima_Trichy_wind_power_density_10m.pkl
Tumkur,wind_speed_10m,Success,5241.52,1.063,1.351,31.0%,sarima_Tumkur_wind_speed_10m.pkl
Trichy,wind_speed_10m,Success,4773.90,0.921,1.112,30.6%,sarima_Trichy_wind_speed_10m.pkl
Trichy,wind_speed_2m,Success,3908.65,0.685,0.822,33.0%,sarima_Trichy_wind_speed_2m.pkl
Tumkur,wind_power_density_50m,Success,18182.11,80.435,106.159,174.1%,sarima_Tumkur_wind_power_density_50m.pkl
Tuticorin,wind_power_density_10m,Success,16013.45,42.118,48.510,217.3%,sarima_Tuticorin_wind_power_density_10m.pkl
Tumkur,wind_speed_2m,Success,4429.53,0.820,1.038,33.8%,sarima_Tumkur_wind_speed_2m.pkl
Tuticorin,wind_power_density_50m,Success,18170.12,94.153,108.443,196.0%,sarima_Tuticorin_wind_power_density_50m.pkl
Tuticorin,wind_speed_2m,Success,4399.47,0.835,0.981,32.2%,sarima_Tuticorin_wind_speed_2m.pkl
Tuticorin,wind_speed_50m,Success,5860.02,1.418,1.667,29.7%,sarima_Tuticorin_wind_speed_50m.pkl
Tuticorin,wind_speed_10m,Success,5197.15,1.099,1.290,30.8%,sarima_Tuticorin_wind_speed_10m.pkl
Udupi,wind_speed_50m,Success,4910.43,1.108,1.349,34.6%,sarima_Udupi_wind_speed_50m.pkl
Udupi,wind_power_density_50m,Success,15579.57,35.632,45.475,309.7%,sarima_Udupi_wind_power_density_50m.pkl
Udupi,wind_speed_2m,Success,2341.89,0.439,0.556,30.0%,sarima_Udupi_wind_speed_2m.pkl
Udupi,wind_power_density_10m,Success,12382.26,11.195,14.970,277.4%,sarima_Udupi_wind_power_density_10m.pkl
Ujjain,wind_speed_10m,Success,4967.19,1.148,1.488,30.8%,sarima_Ujjain_wind_speed_10m.pkl
Udupi,wind_speed_10m,Success,3770.32,0.715,0.897,31.9%,sarima_Udupi_wind_speed_10m.pkl
Ujjain,wind_power_density_10m,Success,15305.39,33.640,50.498,206.3%,sarima_Ujjain_wind_power_density_10m.pkl
Ujjain,wind_speed_50m,Success,5692.10,1.449,1.805,28.3%,sarima_Ujjain_wind_speed_50m.pkl
Ujjain,wind_speed_2m,Success,4212.44,0.931,1.196,37.0%,sarima_Ujjain_wind_speed_2m.pkl
Ujjain,wind_power_density_50m,Success,17483.27,75.931,106.844,178.8%,sarima_Ujjain_wind_power_density_50m.pkl
Vadodara,wind_speed_50m,Success,5388.88,1.252,1.562,27.0%,sarima_Vadodara_wind_speed_50m.pkl
Vadodara,wind_speed_2m,Success,4029.61,0.833,1.040,37.0%,sarima_Vadodara_wind_speed_2m.pkl
Vadodara,wind_power_density_10m,Success,15066.48,26.214,39.685,188.2%,sarima_Vadodara_wind_power_density_10m.pkl
Vadodara,wind_speed_10m,Success,4746.31,0.996,1.272,29.7%,sarima_Vadodara_wind_speed_10m.pkl
Vadodara,wind_power_density_50m,Success,17175.44,60.509,85.418,160.2%,sarima_Vadodara_wind_power_density_50m.pkl
Valsad,wind_power_density_10m,Success,15360.93,35.800,67.443,140.3%,sarima_Valsad_wind_power_density_10m.pkl
Vankusawade,wind_speed_50m,Success,6411.02,1.629,2.187,29.4%,sarima_Vankusawade_wind_speed_50m.pkl
Vankusawade,wind_speed_10m,Success,5729.67,1.321,1.778,32.5%,sarima_Vankusawade_wind_speed_10m.pkl
Vankusawade,wind_power_density_10m,Success,17276.95,65.367,103.217,293.4%,sarima_Vankusawade_wind_power_density_10m.pkl
Valsad,wind_speed_50m,Success,5698.22,1.363,1.845,25.2%,sarima_Valsad_wind_speed_50m.pkl
Valsad,wind_speed_10m,Success,4809.77,0.986,1.401,24.3%,sarima_Valsad_wind_speed_10m.pkl
Valsad,wind_speed_2m,Success,3976.17,0.773,1.076,27.4%,sarima_Valsad_wind_speed_2m.pkl
Valsad,wind_power_density_50m,Success,17863.42,89.301,153.077,144.1%,sarima_Valsad_wind_power_density_50m.pkl
Vankusawade,wind_speed_2m,Success,4853.55,1.018,1.353,36.4%,sarima_Vankusawade_wind_speed_2m.pkl
Vankusawade,wind_power_density_50m,Success,19479.46,143.023,219.937,234.8%,sarima_Vankusawade_wind_power_density_50m.pkl
Varanasi,wind_power_density_50m,Success,16933.27,63.034,95.111,295.8%,sarima_Varanasi_wind_power_density_50m.pkl
Varanasi,wind_speed_10m,Success,4386.56,0.953,1.179,37.3%,sarima_Varanasi_wind_speed_10m.pkl
Varanasi,wind_speed_2m,Success,3515.68,0.687,0.860,40.9%,sarima_Varanasi_wind_speed_2m.pkl
Varanasi,wind_power_density_10m,Success,14091.56,18.948,30.209,288.1%,sarima_Varanasi_wind_power_density_10m.pkl
Varanasi,wind_speed_50m,Success,5443.69,1.439,1.768,38.1%,sarima_Varanasi_wind_speed_50m.pkl
Vedaranyam,wind_speed_50m,Success,5937.48,1.472,1.793,30.9%,sarima_Vedaranyam_wind_speed_50m.pkl
Vedaranyam,wind_power_density_50m,Success,18760.11,101.843,132.286,197.6%,sarima_Vedaranyam_wind_power_density_50m.pkl
Vedaranyam,wind_speed_2m,Success,4689.36,0.932,1.142,27.1%,sarima_Vedaranyam_wind_speed_2m.pkl
Vedaranyam,wind_speed_10m,Success,5345.10,1.172,1.437,28.7%,sarima_Vedaranyam_wind_speed_10m.pkl
Vedaranyam,wind_power_density_10m,Success,17190.13,57.104,74.896,173.4%,sarima_Vedaranyam_wind_power_density_10m.pkl
Veraval,wind_speed_50m,Success,5674.77,1.304,1.762,20.6%,sarima_Veraval_wind_speed_50m.pkl
Veraval,wind_power_density_10m,Success,16525.10,50.783,91.607,110.0%,sarima_Veraval_wind_power_density_10m.pkl
Veraval,wind_speed_10m,Success,5098.82,1.091,1.474,22.6%,sarima_Veraval_wind_speed_10m.pkl
Visakhapatnam,wind_power_density_50m,Success,19114.33,84.277,131.031,190.4%,sarima_Visakhapatnam_wind_power_density_50m.pkl
Visakhapatnam,wind_speed_50m,Success,6134.76,1.627,2.023,34.7%,sarima_Visakhapatnam_wind_speed_50m.pkl
Visakhapatnam,wind_power_density_10m,Success,17326.84,43.230,68.207,157.8%,sarima_Visakhapatnam_wind_power_density_10m.pkl
Visakhapatnam,wind_speed_10m,Success,5452.61,1.263,1.592,31.9%,sarima_Visakhapatnam_wind_speed_10m.pkl
Veraval,wind_power_density_50m,Success,18413.71,102.232,178.730,93.2%,sarima_Veraval_wind_power_density_50m.pkl
Veraval,wind_speed_2m,Success,4409.10,0.899,1.191,24.8%,sarima_Veraval_wind_speed_2m.pkl
Visakhapatnam,wind_speed_2m,Success,4759.32,0.997,1.254,31.2%,sarima_Visakhapatnam_wind_speed_2m.pkl
Warangal,wind_power_density_10m,Success,14862.71,24.217,33.559,297.0%,sarima_Warangal_wind_power_density_10m.pkl
Warangal,wind_speed_50m,Success,5604.94,1.321,1.672,32.9%,sarima_Warangal_wind_speed_50m.pkl
Warangal,wind_power_density_50m,Success,17563.51,64.421,90.322,255.6%,sarima_Warangal_wind_power_density_50m.pkl
Warangal,wind_speed_10m,Success,4713.38,0.977,1.245,33.8%,sarima_Warangal_wind_speed_10m.pkl
Warangal,wind_speed_2m,Success,3865.15,0.748,0.950,38.3%,sarima_Warangal_wind_speed_2m.pkl
Amaravati,wind_speed_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amaravati,wind_speed_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amaravati,wind_power_density_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amaravati,wind_power_density_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amaravati,wind_speed_2m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amreli,wind_speed_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amreli,wind_speed_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amreli,wind_power_density_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amreli,wind_power_density_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Amreli,wind_speed_2m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Kochi,wind_speed_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Kochi,wind_speed_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Kochi,wind_power_density_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Kochi,wind_power_density_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Kochi,wind_speed_2m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Okha,wind_speed_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Okha,wind_speed_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Okha,wind_power_density_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Okha,wind_power_density_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Okha,wind_speed_2m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Thiruvananthapuram,wind_speed_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Thiruvananthapuram,wind_speed_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Thiruvananthapuram,wind_power_density_10m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Thiruvananthapuram,wind_power_density_50m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
Thiruvananthapuram,wind_speed_2m,Failed,N/A,N/A,N/A,N/A,Error: Insufficient data: 96 points
